edital_processo,nome_ug,objeto,status,id,produto,unidade,preco_maximo,vl_unit,qtd,vl_total,status,empresa,Valor_Unitario,Valor_Total_Item,Qtd,CNPJ_Vencedor,Nome_da_Empresa
CAE 001/26,AGÊNCIA REGULADORA DOS SERVIÇOS PÚBLICOS DELEGADOS E CONTRATADOS DO ESTADO DO AMAZONAS,LOCAÇÃO MÁQUINAS E EQUIPAMENTOS/ARSEPAM,Homologado Total,147319,"SERVIÇO DE LOCAÇÃO DE GRUPO GERADOR DE ELETRICIDADE, Contratação de empresa para prestação de Serviço de Locação de Grupo Gerador de Eletricidade Móvel, com instalação, conforme Projeto Básico; Grupo Gerador de Eletricidade do tipo cabine 1,5 metro, com opção de ser acoplado a um caminhão por meio de grampos fixados no chassi para transporte rápido, com 2 jogos de cabos de 95mm/4 lances/25 metros flexíveis (95mm x 4 x 25m), para funcionamento em local exposto ao tempo (sol e chuva); Regulador automático de tensão (220/110V, trifásico), 60Hz, disjuntor de proteção, silenciado em nível de ruído sonoro de 65dB, Consumo máximo de combustível em cerca de 14,6 L/h; Potência Prime: 75kVA/60kW); Potência Standby: 83kVA/66.4kW; Tensão Nominal Saída: 220-440V; Frequência Nominal Saída: 60Hz; Partida: elétrica (12V); Combustível: diesel; Capacidade Tanque Combustível: mínimo de 120 litros.",diária,5300,5300,50,265000,Homologado,LOAH SERVICOS EMPRESARIAL LTDA (30.105.562/0001-60),5300.0,265000.0,50.0,30.105.562/0001-60,LOAH SERVICOS EMPRESARIAL LTDA
CAE 001/26,AGÊNCIA REGULADORA DOS SERVIÇOS PÚBLICOS DELEGADOS E CONTRATADOS DO ESTADO DO AMAZONAS,LOCAÇÃO MÁQUINAS E EQUIPAMENTOS/ARSEPAM,Homologado Total,147309,"SERVIÇO DE LOCAÇÃO DE GRUPO GERADOR DE ELETRICIDADE, Contratação de empresa para prestação de Serviço de Locação de Grupo Gerador de Eletricidade Móvel, com instalação, conforme Projeto Básico; Grupo Gerador de Eletricidade do tipo cabine 1,5 metro, acoplado a um caminhão por meio de grampos fixados no chassi para transporte rápido, com 2 jogos de cabos de 95mm/4 lances/25 metros flexíveis (95mm x 4 lances x 25m), para funcionamento em local exposto ao tempo (sol e chuva); Regulador automático de tensão (220/127V, trifásico), 60Hz, disjuntor de proteção, silenciado em nível de ruído sonoro de 32dB, Consumo máximo de combustível em cerca de 53L/h; Potência Prime: 212kVA/169.6kW; Potência Nominal Saída/Standby: 234kVA/187kW (250kVA); Tensão Nominal Saída: 220V/380V/440V; Frequência Nominal Saída: 60Hz; Partida: elétrica (12V); Combustível: diesel; Capacidade Tanque Combustível: mínimo de 180 litros.",diária,9100,9100,50,455000,Homologado,LOAH SERVICOS EMPRESARIAL LTDA (30.105.562/0001-60),9100.0,455000.0,50.0,30.105.562/0001-60,LOAH SERVICOS EMPRESARIAL LTDA
CAE 001/26,IMPRENSA OFICIAL DO ESTADO DO AMAZONAS,SERV. LOCAÇÃO DE IMPRESSORA - IOA,Homologado Total,144093,"SERVIÇO DE LOCAÇÃO DE IMPRESSORA, Contratação de empresa especializada em serviço de locação de Impressora com PROCESSADOR PADRÃO de 1.2 GHz, velocidade mínima de 55 páginas por minuto em A4 e ciclo mensal máximo de 250.000 páginas/mês, incluindo serviços de manutenção preventiva e corretiva com substituição de peças e suprimentos, conforme Projeto Básico.",unidade,450,450,12,5400,Homologado,AMAZONAS COPIADORAS LTDA (01.657.353/0001-21),450.0,5400.0,12.0,01.657.353/0001-21,AMAZONAS COPIADORAS LTDA
CAE 001/26,IMPRENSA OFICIAL DO ESTADO DO AMAZONAS,SERV. LOCAÇÃO DE IMPRESSORA - IOA,Homologado Total,143116,"SERVIÇO DE LOCAÇÃO DE IMPRESSORA, Contratação de empresa especializada em locação de Impressora Multifuncional Color tipo LASER ou LED - TIPO 'B', compatível com os formatos A4/Carta/Ofício, incluindo serviço de manutenção preventiva e corretiva com substituição de peças e suprimentos, conforme especificações constantes no Termo de Referência.",unidade,450,450,36,16200,Homologado,AMAZONAS COPIADORAS LTDA (01.657.353/0001-21),450.0,16200.0,36.0,01.657.353/0001-21,AMAZONAS COPIADORAS LTDA
CAE 001/26,IMPRENSA OFICIAL DO ESTADO DO AMAZONAS,SERV. LOCAÇÃO DE IMPRESSORA - IOA,Homologado Total,143115,"SERVIÇO DE LOCAÇÃO DE IMPRESSORA, Contratação de empresa especializada em locação de Impressora Multifuncional LASER ou LED - TIPO 'A', compatível com os formatos A4/Carta/Ofício, incluindo manutenções preventiva e corretiva com substituição de peças e suprimentos, conforme especificações constantes no Termo de Referência.",unidade,370,370,84,31080,Homologado,AMAZONAS COPIADORAS LTDA (01.657.353/0001-21),370.0,31080.0,84.0,01.657.353/0001-21,AMAZONAS COPIADORAS LTDA
CAE 001/26,AGÊNCIA DE DEFESA AGROPECUÁRIA E FLORESTAL DO ESTADO DO AMAZONAS,Serv. Locação de totens/ADAF,Homologado Total,153863,"SERVIÇO LOCAÇÃO TOTEM INTERATIVO DIGITAL, Contratação de empresa especializada em fornecimento de serviço de customização em LAYOUTS NO TOTEM, conforme Termo de Referência.",hora,200,200,120,24000,Homologado,AMAZONAS COPIADORAS LTDA (01.657.353/0001-21),200.0,24000.0,120.0,01.657.353/0001-21,AMAZONAS COPIADORAS LTDA
CAE 001/26,AGÊNCIA DE DEFESA AGROPECUÁRIA E FLORESTAL DO ESTADO DO AMAZONAS,Serv. Locação de totens/ADAF,Homologado Total,153862,"SERVIÇO LOCAÇÃO TOTEM INTERATIVO DIGITAL, Contratação de empresa especializada em fornecimento locação de totem interativo, com disponibilidade de 99% s SLA de 6h, com suporte 24/7, conforme Termo de Referência.",mensal,3000,3000,660,1980000,Homologado,AMAZONAS COPIADORAS LTDA (01.657.353/0001-21),3000.0,1980000.0,660.0,01.657.353/0001-21,AMAZONAS COPIADORAS LTDA
CAE 001/26,SECRETARIA DE ESTADO DE SAÚDE,Aquis. de Líquido de Preservação - SESAM,Homologado Total,146556,"SOLUÇÃO PRESERVAÇÃO DE ÓRGÃOS, Aplicação: preservação estática hipotérmica de órgãos abdominais e torácicos em bolsa plástica EVA; Composição Mínima: Ácido lactobiônico 35,8g/L, Adenosina 1.336g/L, Alopurinol 0,136g/L, Glutationa 0,922g/L, Polietilenoglicol (PEG 35000) 1g/L, Dihidrogenofosfato de potássio 3.402g/L, Rafinose pentahidratada 17,84g/L, Sulfato de magnésio heptahidratado 1.232g/L, Hidróxido de sódio q.s.p pH: 7,4 e Água para injeção q.s.p 1 litro; Osmolaridade: 290mOsm/kg; Concentração total de Sódio: 120 mmol/L; Concentração total de Potássio: 25mmol/L; pH: de 7,4; Solução estéril e livre de pirógenos; Unidade de Fornecimento: bolsa com 1000mL.  ",unidade,1250.31,"1250,31",108,"135033,48",Homologado,IGL AMERICA LATINA PRODUTOS DE TRANSPLANTES E MEDICOS LTDA (11.769.266/0001-10),1250.31,135033.48,108.0,11.769.266/0001-10,IGL AMERICA LATINA PRODUTOS DE TRANSPLANTES E MEDICOS LTDA
CAE 001/26,SECRETARIA DE ESTADO DE EDUCAÇÃO E DESPORTO,MANUTENÇÃO PREDIAL - SEDUC,Homologado Total,153589,"MANUTENÇÃO PREDIAL, Contratação de empresa especializada em serviço de Manutenção de Infraestrutura Predial  tipo PREVENTIVA E CORRETIVA, com fornecimento de peças, equipamentos, materiais e mão de obra, com maior desconto a ser aplicado na forma estabelecida em planilhas de serviços e insumos constantes da tabela SINAPI, conforme Termo de referência.",Unidade Preço Base,2190027.89,"2190027,89",1,"2190027,89",Homologado,SW ENGENHARIA LTDA (28.546.803/0001-65),2190027.89,2190027.89,1.0,28.546.803/0001-65,SW ENGENHARIA LTDA
CAE 001/26,SECRETARIA DE ESTADO DE EDUCAÇÃO E DESPORTO,MANUTENÇÃO PREDIAL - SEDUC,Homologado Total,153589,"MANUTENÇÃO PREDIAL, Contratação de empresa especializada em serviço de Manutenção de Infraestrutura Predial  tipo PREVENTIVA E CORRETIVA, com fornecimento de peças, equipamentos, materiais e mão de obra, com maior desconto a ser aplicado na forma estabelecida em planilhas de serviços e insumos constantes da tabela SINAPI, conforme Termo de referência.",Unidade Preço Base,613140.19,"613140,19",1,"613140,19",Homologado,SW ENGENHARIA LTDA (28.546.803/0001-65),613140.19,613140.19,1.0,28.546.803/0001-65,SW ENGENHARIA LTDA
CAE 001/26,SECRETARIA DE ESTADO DE EDUCAÇÃO E DESPORTO,MANUTENÇÃO PREDIAL - SEDUC,Homologado Total,153589,"MANUTENÇÃO PREDIAL, Contratação de empresa especializada em serviço de Manutenção de Infraestrutura Predial  tipo PREVENTIVA E CORRETIVA, com fornecimento de peças, equipamentos, materiais e mão de obra, com maior desconto a ser aplicado na forma estabelecida em planilhas de serviços e insumos constantes da tabela SINAPI, conforme Termo de referência.",Unidade Preço Base,1212562.51,"1212562,51",1,"1212562,51",Homologado,SW ENGENHARIA LTDA (28.546.803/0001-65),1212562.51,1212562.51,1.0,28.546.803/0001-65,SW ENGENHARIA LTDA
CAE 001/26,FUNDAÇÃO DE VIGILÂNCIA EM SAÚDE DO ESTADO DO AMAZONAS,Contrat. 02  links de internet satelital,Homologado Total,152065,"SERVIÇOS DE COMUNICAÇÃO VIA SATÉLITE, Contratação de empresa especializada em fornecimento de serviço de acesso à Internet Satelital de baixa órbita (LEO), com fornecimento de antena de apontamento automático, garantia de disponibilidade mínima de 99,5%, latência máxima de 300ms, franquia mínima de 100GB/mês.",unidade,14600,14600,2,29200,Homologado,MTNSAT BRAZIL LTDA. (09.354.828/0001-12),14600.0,29200.0,2.0,09.354.828/0001-12,MTNSAT BRAZIL LTDA
CAE 002/26,DEPARTAMENTO ESTADUAL DE TRANSITO,SERV. DE LOC. DE MÓDULOS HABITACIONAIS,Homologado Total,115453,"LOCAÇÃO DE MÓDULO HABITÁVEL, Tipo: Escritório/Dormitório; Dimensões externas: 2440 x 3000 x 6000 mm (L x A x C); Altura útil interna: 2800mm; Chassis: Monobloco rígido confeccionado por estruturas de alumínio naval 5052 com 4,00mm; Painel de Fechamento: Estrutura em chapa de alumínio e ACM (Painel de Alumínio Composto) com espessura de 50mm, formada por alma de espuma de poliuretano; Piso: Chapa de alumínio naval 5052 com 4mm e recobrimento em manta vinílica homogênea de 2mm; Teto: Painel pré-fabricado 75mm com núcleo isolante em espuma de poliuretano; Esquadrias: Portas em alumínio com alma em espuma de poliuretano e acabamento branco e Janelas e Basculantes em alumínio com acabamento eletrostático branco; Com luminárias para lâmpadas led tubular (2 x 13watts); Toldo fixo, medindo 6000 x 3000 x 500 mm acima do módulo; Climatização: condicionador de ar com potência de 24.000Btus, cada ambiente (dormitório e escritório); Isolamento acústico: (45db); Permeabilidade do Ar: Classe 4;  Estanqueidade à água: E750; Resistência ao vento: Classe C5; Com beliche e roupeiro em estrutura metálica.",mês,15800,15800,1500,23700000,Homologado,GUIMARAES FERNANDES LTDA (24.093.654/0001-75),15800.0,23700000.0,1500.0,24.093.654/0001-75,GUIMARAES FERNANDES LTDA
CAE 002/26,SECRETARIA DE ESTADO DE INFRAESTRUTURA,Aquisição ar-condiconado e cone- SEINFRA,Homologado Total,140380,"APARELHO AR-CONDICIONADO, Capacidade Refrigeração Nominal: 24.000 BTUs; Tipo: Split Hi-Wall inverter; Compressor rotativo; Gás Refrigerante: R-410A; Classe Eficiência Energética: A; Com controle remoto sem fio; Alimentação: 220V; SEM INSTALAÇÃO.",unidade,2949,2949,2,5898,Homologado,VG IMPORTACAO LTDA (03.312.579/0001-16),2949.0,5898.0,2.0,03.312.579/0001-16,VG IMPORTACAO LTDA
CAE 002/26,SECRETARIA DE ESTADO DE INFRAESTRUTURA,Aquisição ar-condiconado e cone- SEINFRA,Homologado Total,140364,"APARELHO AR-CONDICIONADO, Capacidade Refrigeração Nominal: 18.000 BTUs; Tipo: Split Hi-Wall inverter; Compressor rotativo; Gás Refrigerante: R-410A; Classe Eficiência Energética: A; Com controle remoto sem fio; Alimentação: 220V; SEM INSTALAÇÃO.",unidade,2450,2450,1,2450,Homologado,VG IMPORTACAO LTDA (03.312.579/0001-16),2450.0,2450.0,1.0,03.312.579/0001-16,VG IMPORTACAO LTDA
CAE 002/26,SECRETARIA DE ESTADO DE INFRAESTRUTURA,Aquisição ar-condiconado e cone- SEINFRA,Homologado Total,110493,"CONE SINALIZAÇÃO, Material: PVC flexível; Cor: Laranja; Altura: 70 a 76 cm; Apresentação: Com sapatas (pés de apoio) e com 2 faixas refletivas brancas flexíveis; Produto conforme normas da ABNT.",unidade,82,82,10,820,Homologado,TH MIX LTDA (10.614.075/0001-16),82.0,820.0,10.0,10.614.075/0001-16,TH MIX LTDA
CAE 002/26,FUNDO ESTADUAL DE PROTEÇAO E DEFESA CIVIL,Aq. Materiais de ferro e aço.,Homologado Total,148161,"MATERIAIS DE FERRO E AÇO, ABRANGENDO: tubos, chapas, telhas, arames, telas, vigas, vergalhões e demais acessórios, complementos e afins (baseados na Tabela SINAPI-AM).",unidade,1,1,"442191,75","442191,75",Homologado,TAG COMERCIO DE TINTAS LTDA (10.296.571/0001-79),1.0,442191.75,0.0,10.296.571/0001-79,TAG COMERCIO DE TINTAS LTDA
CAE 002/26,FUNDAÇÃO DE HEMATOLOGIA E HEMOTERAPIA DO AMAZONAS,CONTRATAÇÃO DE FATURISTAS - HEMOAM,Homologado Total,116930,"SERVIÇO DE FATURAMENTO, Descrição: contratação de empresa especializada na prestação de serviço de FATURISTA, conforme discriminação em Projeto Básico. ",homem,4730,4730,120,567600,Homologado,CONTABILITA MULTISSERVICOS EM APOIO A GESTAO LTDA (40.222.801/0001-16),4730.0,567600.0,120.0,40.222.801/0001-16,CONTABILITA MULTISSERVICOS EM APOIO A GESTAO LTDA
CAE 002/26,SECRETARIA DE ESTADO DE EDUCAÇÃO E DESPORTO,SERVIÇOS GRÁFICOS - SEDUC,Homologado Total,153637,"SERVIÇO DE CONFECÇÃO DE LIVRO, Contratação de empresa especializada em serviço de Lote de livros impressos até 200 páginas, com dimensões de até 160mm x 230mm, impressão do miolo em tinta preta, papel do miolo 75g, impressão da capa em tinta colorida, papel da capa 250g, acabamento fosco, editoração da obra, ficha catalográfica, elaboração de capa, folha de rosto, projeto gráfico, registro do ISBN, código de barras, provas digitais, shrink individual. Lote com 100 exemplares, conforme Termo de Referência.    ",lote,48,48,152700,7329600,Homologado,EDITORA RESPEL LTDA (32.392.238/0001-04),48.0,7329600.0,152700.0,32.392.238/0001-04,EDITORA RESPEL LTDA
CAE 002/26,SECRETARIA DE ESTADO DE EDUCAÇÃO E DESPORTO,SERVIÇOS GRÁFICOS - SEDUC,Homologado Total,153643,"SERVIÇO DE CONFECÇÃO DE REVISTA, Contratação de empresa especializada em serviço de criação de projeto gráfico, editoração, diagramação e publicação de revista em versão digital, no formato PDF, com até 120 páginas, incluindo código de barras, registro de ISSN, registro do DOI da publicação, registro do DOI dos artigos; Apresentação de provas eletrônicas, conforme Termo de Referência.",unidade,1000,1000,522,522000,Homologado,EDITORA RESPEL LTDA (32.392.238/0001-04),1000.0,522000.0,522.0,32.392.238/0001-04,EDITORA RESPEL LTDA
CAE 002/26,SECRETARIA DE ESTADO DE EDUCAÇÃO E DESPORTO,SERVIÇOS GRÁFICOS - SEDUC,Homologado Total,153636,"SERVIÇO DE PRODUÇÃO E IMPRESSÃO DE LIVRO, Contratação de empresa especializada em serviço de edição e diagramação de texto contendo, imagens, tabelas, gráficos e outros elementos, para publicações de livros, revistas, cartilhas ou outros materiais. A prestação do serviço será efetuada por página de até 160mm x 230mm. Pedido mínimo: 01página, conforme Termo de Referência.  ",página,2,2,66926,133852,Homologado,EDITORA RESPEL LTDA (32.392.238/0001-04),2.0,133852.0,66926.0,32.392.238/0001-04,EDITORA RESPEL LTDA
CAE 002/26,SECRETARIA DE ESTADO DE EDUCAÇÃO E DESPORTO,SERVIÇOS GRÁFICOS - SEDUC,Homologado Total,153638,"SERVIÇO DE CONFECÇÃO DE REVISTA, Contratação de empresa especializada em serviço de Lote de revistas impressas, até 200 páginas, com dimensões de até 140mm x 210mm, criação de projeto gráfico, editoração, diagramação, registro do ISSN, registro do DOI da publicação, registro do DOI de cada artigo, código de barras, provas digitais, impressão do miolo em tinta preta, papel do miolo 75g, impressão da capa em tinta colorida, capa flexível em papel 250g, acabamento fosco ou brilho, shrink individual. Lote com 50 exemplares, conforme Termo de Referência.    ",lote,77,77,63850,4916450,Homologado,EDITORA RESPEL LTDA (32.392.238/0001-04),77.0,4916450.0,63850.0,32.392.238/0001-04,EDITORA RESPEL LTDA
CAE 002/26,SECRETARIA DE ESTADO DE EDUCAÇÃO E DESPORTO,SERVIÇOS GRÁFICOS - SEDUC,Homologado Total,153641,"SERVIÇO DE CONFECÇÃO DE LIVRO, Contratação de empresa especializada em serviço Lote de livros impressos, até 300 páginas, com dimensões de até 160mm x 230mm, impressão do miolo em tinta preta, papel do miolo 75g, impressão da capa em tinta colorida, capa flexível em papel 250g, acabamento fosco, editoração da obra, ficha catalográfica, elaboração de capa, folha de rosto, projeto gráfico, registro do ISBN, código de barras, provas digitais, shrink individual. Lote com 100exemplares, conforme Termo de Referência.  ",lote,59,59,153100,9032900,Homologado,EDITORA RESPEL LTDA (32.392.238/0001-04),59.0,9032900.0,153100.0,32.392.238/0001-04,EDITORA RESPEL LTDA
CAE 002/26,SECRETARIA DE ESTADO DE EDUCAÇÃO E DESPORTO,SERVIÇOS GRÁFICOS - SEDUC,Homologado Total,153645,"SERVIÇO DE CONFECÇÃO DE LIVRO, Contratação de empresa especializada em serviço de editoração, diagramação e publicação de livros ou livretos em versão digital, no formato PDF e EPS, com até 200páginas, incluindo a produção de ficha catalográfica, código de barras, registro de ISBN e registro do DOI; Apresentação de provas eletrônicas, conforme Termo de Referência.",unidade,1000,1000,579,579000,Homologado,EDITORA RESPEL LTDA (32.392.238/0001-04),1000.0,579000.0,579.0,32.392.238/0001-04,EDITORA RESPEL LTDA
CAE 002/26,SECRETARIA DE ESTADO DE EDUCAÇÃO E DESPORTO,SERVIÇOS GRÁFICOS - SEDUC,Homologado Total,153639,"SERVIÇO DE PRODUÇÃO E IMPRESSÃO DE LIVRO, Contratação de empresa especializada em serviço de revisão de texto, gramatical e ortográfica, padronização de linguagem e preparação de originais para publicações de livros, revistas, cartilhas ou outros materiais. A prestação do serviço será efetuada por lauda, compreendendo até 2.100 caracteres em cada lauda, incluindo os espaços na contagem dos caracteres, conforme Termo de Referência.",lauda,2,2,86925,173850,Homologado,EDITORA RESPEL LTDA (32.392.238/0001-04),2.0,173850.0,86925.0,32.392.238/0001-04,EDITORA RESPEL LTDA
CAE 002/26,SECRETARIA DE ESTADO DE EDUCAÇÃO E DESPORTO,SERVIÇOS GRÁFICOS - SEDUC,Homologado Total,153640,"SERVIÇO DE PRODUÇÃO E IMPRESSÃO DE LIVRO, Contratação de empresa especializada em serviço edição e diagramação de texto para publicações de livros, revistas, cartilhas ou outros materiais. A prestação do serviço será efetuada por página de até 160mm x 230mm. Pedido mínimo: 01página, conforme Termo de Referência.    ",página,2,2,79500,159000,Homologado,EDITORA RESPEL LTDA (32.392.238/0001-04),2.0,159000.0,79500.0,32.392.238/0001-04,EDITORA RESPEL LTDA
CAE 002/26,SECRETARIA DE ESTADO DE EDUCAÇÃO E DESPORTO,SERVIÇOS GRÁFICOS - SEDUC,Homologado Total,153644,"SERVIÇO DE CONFECÇÃO DE LIVRO, Contratação de empresa especializada em serviço de editoração, diagramação e publicação de livros ou livretos em versão digital, no formato PDF e EPS, com até 400páginas, incluindo a produção de ficha catalográfica, código de barras, registro de ISBN e registro do DOI; Apresentação de provas eletrônicas, conforme Termo de Referência.  ",unidade,1000,1000,533,533000,Homologado,EDITORA RESPEL LTDA (32.392.238/0001-04),1000.0,533000.0,533.0,32.392.238/0001-04,EDITORA RESPEL LTDA
CAE 002/26,AGÊNCIA DE DEFESA AGROPECUÁRIA E FLORESTAL DO ESTADO DO AMAZONAS,Material de Expediente/ADAF,Homologado Total,153889,"FOLDER, Tipo: flyer; Material: papel couchê; Gramatura: 170g/m²; Formato: 21x15; Impressão: 4/4.",unidade,.42,"0,42",7500,3150,Homologado,D AVELINO BEZERRA LTDA (34.804.149/0001-45),0.42,3150.0,7500.0,34.804.149/0001-45,D AVELINO BEZERRA LTDA
CAE 002/26,AGÊNCIA DE DEFESA AGROPECUÁRIA E FLORESTAL DO ESTADO DO AMAZONAS,Material de Expediente/ADAF,Homologado Total,153878,"PAPEL MONOLÚCIDO, Aplicação: para outdoor; Gramatura: 120g, Formato: 9000x3000mm; Personalização a ser definida pelo órgão solicitante. ",unidade,1875,1875,12,22500,Homologado,D AVELINO BEZERRA LTDA (34.804.149/0001-45),1875.0,22500.0,12.0,34.804.149/0001-45,D AVELINO BEZERRA LTDA
CAE 002/26,AGÊNCIA DE DEFESA AGROPECUÁRIA E FLORESTAL DO ESTADO DO AMAZONAS,Material de Expediente/ADAF,Homologado Total,153880,"PAPEL COUCHÊ, Gramatura: 180g/m²; Dimensões: 170x340mm; Impressão: 4/4 1 dobra; Demais especificações a serem definidas pelo órgão solicitante.  ",unidade,.65,"0,65",7500,4875,Homologado,D AVELINO BEZERRA LTDA (34.804.149/0001-45),0.65,4875.0,7500.0,34.804.149/0001-45,D AVELINO BEZERRA LTDA
CAE 002/26,AGÊNCIA DE DEFESA AGROPECUÁRIA E FLORESTAL DO ESTADO DO AMAZONAS,Material de Expediente/ADAF,Homologado Total,153896,"CARTÃO, Tipo: visita; Material: papel couchê fosco; Gramatura: 280g/m² a 320; Impressão: 4/0; Tamanho: 9x5cm.",unidade,.45,"0,45",3750,"1687,5",Homologado,D AVELINO BEZERRA LTDA (34.804.149/0001-45),0.45,1687.5,3750.0,34.804.149/0001-45,D AVELINO BEZERRA LTDA
CAE 002/26,AGÊNCIA DE DEFESA AGROPECUÁRIA E FLORESTAL DO ESTADO DO AMAZONAS,Material de Expediente/ADAF,Homologado Total,153874,"PAPEL COUCHÊ, Gramatura: 180g/m²; Dimensões (AxL): 420x295mm; Impressão: 4/4 3 dobras; Demais especificações a serem definidas pelo órgão solicitante",unidade,1,1,10000,10000,Homologado,D AVELINO BEZERRA LTDA (34.804.149/0001-45),1.0,10000.0,10000.0,34.804.149/0001-45,D AVELINO BEZERRA LTDA
CAE 002/26,AGÊNCIA DE DEFESA AGROPECUÁRIA E FLORESTAL DO ESTADO DO AMAZONAS,Material de Expediente/ADAF,Homologado Total,153882,"CERTIFICADO, Gramatura: 250g/m²; Dimensões: 310x210mm; Impressão: 4/0; Demais especificações a serem definidas pelo órgão solicitante. ",unidade,1.6,"1,6",5000,8000,Homologado,D AVELINO BEZERRA LTDA (34.804.149/0001-45),1.6,8000.0,5000.0,34.804.149/0001-45,D AVELINO BEZERRA LTDA
CAE 002/26,AGÊNCIA DE DEFESA AGROPECUÁRIA E FLORESTAL DO ESTADO DO AMAZONAS,Material de Expediente/ADAF,Homologado Total,153868,"PAPEL COUCHÊ, Gramatura: 150g/m²; Dimensões (AxL): 155x605mm; Impressão: 4/4 3 dobras; Demais especificações a serem definidas pelo órgão solicitante.  ",unidade,1.26,"1,26",10000,12600,Homologado,D AVELINO BEZERRA LTDA (34.804.149/0001-45),1.26,12600.0,10000.0,34.804.149/0001-45,D AVELINO BEZERRA LTDA
CAE 002/26,AGÊNCIA DE DEFESA AGROPECUÁRIA E FLORESTAL DO ESTADO DO AMAZONAS,Material de Expediente/ADAF,Homologado Total,153870,"PAPEL COUCHÊ, Gramatura: 115g/m² a 150g/m²; Dimensões (AxL): 405x275mm; Impressão: 4/4 2 dobras; Demais especificações a serem definidas pelo órgão solicitante.  ",unidade,1.15,"1,15",7500,8625,Homologado,D AVELINO BEZERRA LTDA (34.804.149/0001-45),1.15,8625.0,7500.0,34.804.149/0001-45,D AVELINO BEZERRA LTDA
CAE 002/26,AGÊNCIA DE DEFESA AGROPECUÁRIA E FLORESTAL DO ESTADO DO AMAZONAS,Material de Expediente/ADAF,Homologado Total,153867,"ADESIVO, Tipo: vinil; Material: acrílico cristal; Personalização a ser definida pelo órgão solicitante; Dimensões: 5mm.",metro quadrado,400,400,75,30000,Homologado,D AVELINO BEZERRA LTDA (34.804.149/0001-45),400.0,30000.0,75.0,34.804.149/0001-45,D AVELINO BEZERRA LTDA
CAE 002/26,AGÊNCIA DE DEFESA AGROPECUÁRIA E FLORESTAL DO ESTADO DO AMAZONAS,Material de Expediente/ADAF,Homologado Total,153893,"FAIXA, Material: lona vinílica; Com impressão digital e ponteira; Tamanho: de 280 à 350m². ",metro,62,62,250,15500,Homologado,D AVELINO BEZERRA LTDA (34.804.149/0001-45),62.0,15500.0,250.0,34.804.149/0001-45,D AVELINO BEZERRA LTDA
CAE 002/26,AGÊNCIA DE DEFESA AGROPECUÁRIA E FLORESTAL DO ESTADO DO AMAZONAS,Material de Expediente/ADAF,Homologado Total,153888,"VENTAROLA, Material: papel couchê; Gramatura: 280g/m²; Impressão: 4/4; Acabamento com corte.",unidade,1.1,"1,1",15000,16500,Homologado,D AVELINO BEZERRA LTDA (34.804.149/0001-45),1.1,16500.0,15000.0,34.804.149/0001-45,D AVELINO BEZERRA LTDA
CAE 002/26,AGÊNCIA DE DEFESA AGROPECUÁRIA E FLORESTAL DO ESTADO DO AMAZONAS,Material de Expediente/ADAF,Homologado Total,153895,"LIVRO, Material Capa: em papel tríplex 300g/m²; Quantidade de Folhas: 128; Formato: 44,5 x 21cm (aberto).",unidade,12,12,1500,18000,Homologado,D AVELINO BEZERRA LTDA (34.804.149/0001-45),12.0,18000.0,1500.0,34.804.149/0001-45,D AVELINO BEZERRA LTDA
CAE 002/26,AGÊNCIA DE DEFESA AGROPECUÁRIA E FLORESTAL DO ESTADO DO AMAZONAS,Material de Expediente/ADAF,Homologado Total,153876,"PAPEL COUCHÊ, Gramatura: 150g/m² a 190g/m²; Dimensões: 215x235mm; Impressão: 4/4 1 dobra; Demais especificações a serem definidas pelo órgão solicitante.  ",unidade,.79,"0,79",10000,7900,Homologado,D AVELINO BEZERRA LTDA (34.804.149/0001-45),0.79,7900.0,10000.0,34.804.149/0001-45,D AVELINO BEZERRA LTDA
CAE 002/26,AGÊNCIA DE DEFESA AGROPECUÁRIA E FLORESTAL DO ESTADO DO AMAZONAS,Material de Expediente/ADAF,Homologado Total,153871,"LIVRETO, Material Capa: papel couchê; Gramatura: 150g/m² a 220g/m²; Miolo: 90g/m²; Impressão: 4/4; Quantidade de Páginas: 14. ",unidade,2.5,"2,5",10000,25000,Homologado,D AVELINO BEZERRA LTDA (34.804.149/0001-45),2.5,25000.0,10000.0,34.804.149/0001-45,D AVELINO BEZERRA LTDA
CAE 002/26,AGÊNCIA DE DEFESA AGROPECUÁRIA E FLORESTAL DO ESTADO DO AMAZONAS,Material de Expediente/ADAF,Homologado Total,153885,"FICHA, Tipo: Relatório; Material Capa: papel couchê; Gramatura: 240g/m²a 320g/m²; Formato: 25,5 x 28,5; Miolo: 115g/m²; Quantidade de Páginas: 50; Impressão: 4/4.",unidade,3.6,"3,6",5000,18000,Homologado,D AVELINO BEZERRA LTDA (34.804.149/0001-45),3.6,18000.0,5000.0,34.804.149/0001-45,D AVELINO BEZERRA LTDA
CAE 002/26,AGÊNCIA DE DEFESA AGROPECUÁRIA E FLORESTAL DO ESTADO DO AMAZONAS,Material de Expediente/ADAF,Homologado Total,153872,"LIVRETO, Material Capa: papel couchê; Gramatura: 150g/m²; Miolo: 90g/m²; Impressão: 4/4; Formato: 15x10; Quantidade de Páginas: 20.",unidade,1.4,"1,4",10000,14000,Homologado,D AVELINO BEZERRA LTDA (34.804.149/0001-45),1.4,14000.0,10000.0,34.804.149/0001-45,D AVELINO BEZERRA LTDA
