edital_processo,id_ug,cod_ug,nome_ug,objeto,vl_homol,data,status,rp,id_edital,id_modalidade,modalidade,publicacao,item
PE 070/26,14101,SEFAZ,SECRETARIA DE ESTADO DA FAZENDA,"Serviços Continuados de Instalação,",           0.00,,Inscrição de Propostas,N,253060,1,PE,12/02/2026,"[{'id': '151862', 'produto': 'SERVIÇO MANUTENÇÃO APARELHO AR-CONDICIONADO, Contratação de empresa especializada na prestação de serviço de MANUTENÇÃO CORRETIVA de ar-condicionado tipo SPLIT; Com potência de 7.000 a 60.000 BTUs e tipo Central (Rooftop), com faixa de potência de 360.000 a 480.000 BTUs; Incluindo materiais, acessórios e mão de obra, conforme Termo de Referência.', 'unidade': 'serviço', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '1', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '151858', 'produto': 'SERVIÇO MANUTENÇÃO APARELHO AR-CONDICIONADO, Contratação de empresa especializada na prestação de serviço de MANUTENÇÃO PREVENTIVA de ar-condicionado tipo SPLIT, com faixa de potência de 7.000 a 60.000 BTUs e tipo Central (Rooftop), com faixa de potência de 360.000 a 480.000 BTUs; Incluindo materiais, acessórios e mão de obra, conforme Termo de Referência.', 'unidade': 'serviço/mês', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '1', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '151865', 'produto': 'SERVIÇO MANUTENÇÃO APARELHO AR-CONDICIONADO, Contratação de empresa especializada na prestação de serviço de LIMPEZA DE DUTOS e HIGIENIZAÇÃO de instalações dos sistemas de ar-condicionado tipo Central (Rooftop) com faixa de potência de 360.000 e 480.000 BTUs; Incluindo materiais, acessórios e mão de obra, conforme Termo de Referência.', 'unidade': 'Serviço/metro', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '1', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}]"
PE 071/26,17301,FCECON,FUNDAÇÃO CENTRO DE CONTROLE DE ONCOLOGIA DO ESTADO DO AMAZONAS,Serviço de Manutenção de Equipamento,           0.00,,Inscrição de Propostas,N,253069,1,PE,12/02/2026,"[{'id': '39309', 'produto': 'SERVIÇOS DE MANUTENÇÃO DE EQUIPAMENTOS HOSPITALARES, Descrição: contratação de empresa especializada na prestação de serviços de manutenção preventiva e/ou corretiva de equipamentos médico-hospitalares, com reposição de peças, conforme discriminação em Projeto Básico', 'unidade': 'serviço', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '1', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}]"
PE 072/26,13102,CSC,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição de Materiais Hospitalares,           0.00,,Inscrição de Propostas,S,253061,1,PREGAO ELETRONICO PARA RP,12/02/2026,"[{'id': '116371', 'produto': 'ESPARADRAPO, Tipo: microporoso; Dimensões: 50mm x 10m; Material: em não-tecido à base de fibras de viscose, resina acrílica e massa adesiva à base de poliacrilato; Hipoalergênico.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '76080', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '115938', 'produto': 'GEL, Aplicação: para ultrasonografia e eletrocardiograma; Boa condutibilidade, inodoro, hidrossolúvel, hipoalergênico, atóxico e ph neutro; Unidade de Fornecimento: frasco com 100g.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '51780', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '106925', 'produto': 'FIXADOR PARA CÂNULA DE TRAQUEOSTOMIA, Descrição: Atóxico, hipoarlégico e anti-escaras; Confeccionado em tecido de algodão; Composto por duas bandas reguláveis através do velcro; Tamanho: Adulto.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '23870', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '114798', 'produto': 'CÂNULA PARA TRAQUEOSTOMIA, Material: PVC, transparente, siliconizado; Com balão; Tamanho: 4,0mm; Com filamento radiopaco contínuo; Dotada de flange com perfurações para fixação e impressão do calibre; Estéril e Descartável.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '2640', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '117713', 'produto': 'FIXADOR, Aplicação: para tubo traqueal; Tipo: adulto.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '15920', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}]"
PE 073/26,13102,CSC,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquis. de Mat. Químicos e Laboratoriais,           0.00,,Inscrição de Propostas,S,253071,1,PREGAO ELETRONICO PARA RP,12/02/2026,"[{'id': '146656', 'produto': 'ÁCIDO FÓRMICO, Aplicação: análise laboratorial; Fórmula: CH2O2; Peso Molecular: 46,03; Concentração: 85%; Número CAS: 64-18-6; Unidade de Fornecimento: frasco de 1000mL. ', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '303', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '109229', 'produto': 'NAVALHA, Aplicação: uso laboratorial/micrótomo, usado para corte histológico, Tipo: descartável, em aço inox, perfil baixo. Unidade de Fornecimento: caixa com 50 unidades.', 'unidade': 'caixa', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '600', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '111475', 'produto': 'EOSINA AMARELADA, Aplicação: uso laboratorial; Solução aquosa a 0,5%; Unidade de Fornecimento: frasco com 1000ml. ', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '300', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '132175', 'produto': 'ALBUMINA DE SORO BOVINO, Aplicação: provas de compatibilidade e pesquisa de anticorpos; Concentração: 22%; Unidade de Fornecimento: frasco com 10mL .  ', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '900', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '58526', 'produto': 'NAVALHA, Aplicação: uso laboratorial/micrótomo, usado para corte histológico, Tipo: descartável, Características Adicionais: Navalhas de alto perfil, revestida com PTFE para uso em micrótomo, cód: EP-NAP, Unidade de Fornecimento: caixa com 50 unidades', 'unidade': 'caixa', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '637', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '18994', 'produto': 'LAMINOCULTIVO, Aplicação: diagnóstico bacteriológico de urina, Tamanho/Capacidade: mínimo 2 meios de identificação, Forma De Apresentação: frasco, Características Adicionais: Meio Citrato, Mac Conkey e Meio Cled', 'unidade': 'frasco', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '3700', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '105696', 'produto': 'AGAR,Tipo: SABOURAUD;  Contendo CLORAFENICOL e GENTAMICINA;  Aplicação: meio de cultura pronto para análise laboratorial;  Apresentação: 20 placas.', 'unidade': 'caixa', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '36', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '147416', 'produto': 'MEIO DE CULTURA, Tipo: identificação de ENTEROCOCOS; Composto por: 01 tubo contendo biliescubina e 01 tubo contendo NaCl a 6,5%.', 'unidade': 'par', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '24', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '152994', 'produto': 'MEIO DE CULTURA, Tipo: QUÍMICO - ÁGAR CROMOGÊNICO PARA URINA (UTI); Aplicação: análise microbiológica; Meio em pó, empregado na triagem urinária com fecundidade para o crescimento de diversos patógenos urinários; Sendo capaz de identificar diretamente, através da mudança de cor em suas colônias, no mínimo as seguintes bactérias: E. coli, Proteus spp e Enterococos; Unidade de Fornecimento: frasco com 500g.', 'unidade': 'frasco', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '18', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}]"
PE 074/26,13102,CSC,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição de Materiais Laboratoriais,           0.00,,Inscrição de Propostas,S,253062,1,PREGAO ELETRONICO PARA RP,12/02/2026,"[{'id': '133646', 'produto': 'KIT COLETA PAPANICOLAU, Aplicação: exame colpocitológico; Kit: Tamanho M, descartável, estéril, contendo: 01 Especulo vaginal, em poliestireno cristal, com valvas anatômicas de contornos lisos e regulares, com dispositivo de abertura (parafuso borboleta) acoplado; 01 Espátula de Ayres; 01 Escova cervical; 02 Luvas em poliestireno, tamanho único; 01 lâmina; 01 porta lâmina; Unidade de Fornecimento: kit.', 'unidade': 'kit', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '26400', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '128081', 'produto': 'GLICOSE, Reagente para determinação da Glicose presentes em soro ou plasma humanos; Metodologia: Colorimétrico; Para aplicação manual e semi automática; Unidade de Fornecimento: kit para 200 determinações.', 'unidade': 'kit', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '1030', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}]"
PE 075/26,13102,CSC,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição de Materiais Farmacológicos,           0.00,,Inscrição de Propostas,S,253072,1,PREGAO ELETRONICO PARA RP,12/02/2026,"[{'id': '115334', 'produto': 'LIDOCAÍNA, Forma Farmacêutica: solução injetável (COM VASOCONSTRICTOR); Concentração: 2%; Forma de Apresentação: Frasco ampola com 20ml,  embalagem individual estéril. ', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '34550', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '116775', 'produto': 'MICOFENOLATO SÓDICO, Forma Farmacêutica: comprimido; Concentração: 360mg.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '26500', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '150075', 'produto': 'ETEXILATO DE DABIGATRANA, Forma Farmacêutica: cápsula, Concentração: 150 mg.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '900', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '115130', 'produto': 'METOCLOPRAMIDA (CLORIDRATO), Forma Farmacêutica: solução injetável; Concentração: 5mg/ml; Forma De Apresentação: ampola com 2ml.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '803250', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '115134', 'produto': 'METILPREDNISOLONA (SUCCINATO SÓDICO), Forma Farmacêutica: pó liofilizado para solução injetável;  Concentração: 125mg; Forma De Apresentação: frasco ampola.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '85565', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '114793', 'produto': 'NEOMICINA (SULFATO) + BACITRACINA (ZINCICA), Forma Farmacêutica: pomada; Concentração: (5mg+250UI)/g; Forma De Apresentação: bisnaga com 15g.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '153500', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '151875', 'produto': 'MAVACANTENO, Forma farmacêutica: cápsula dura; Concentração: 5mg.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '900', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '115382', 'produto': 'LIDOCAÍNA, Forma Farmacêutica: solução injetável (SEM VASOCONSTRICTOR); Concentração: 2%; Forma de Apresentação: Frasco ampola com 20ml,  embalagem individual estéril. ', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '163490', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '153613', 'produto': 'METILPREDNISOLONA (SUCCINATO SÓDICO), Forma Farmacêutica: pó para solução injetável; Concentração: 500mg; Forma De Apresentação: frasco ampola + diluente', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '34065', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '111389', 'produto': 'NIFEDIPINO, Forma Farmacêutica: cápsula/comprimido de liberação prolongada, Concentração: 20mg. ', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '286100', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '116110', 'produto': 'HIDROXIETILAMIDO, Peso Molecular: 130/0,42; Forma Farmacêutica: solução para infusão;  Concentração: 6% (60mg/ml); Características Adicionais: Forma De Apresentação: bolsa em PVC com 500ml.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '1560', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}]"
PE 076/26,13102,CSC,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição de Materiais Farmacológicos,           0.00,,Inscrição de Propostas,S,253063,1,PREGAO ELETRONICO PARA RP,12/02/2026,"[{'id': '129246', 'produto': 'MEIO DE CONTRASTE RADIOLÓGICO, Forma Farmacêutica: solução injetável; Princípio Ativo: IOPROMIDA ou IOVERSOL ou IOBITRIDOL ou IOPAMIDOL ou IOEXOL; NÃO-IÔNICO; Teor de iodo: 350 a 370mg/ml; Forma de Apresentação: frasco ampola com 50ml. ', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '12900', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '140511', 'produto': 'CLOBETASOL (PROPIONATO), Forma Farmacêutica: solução capilar; Concentração: 0,5 mg/g; Unidade de Fornecimento: frasco de 50g.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '4000', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '115286', 'produto': 'CLONIDINA, Forma Farmacêutica: solução injetável; Concentração: 150mcg/ml; Forma De Apresentação: ampola com 1ml.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '16270', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '138118', 'produto': 'CLOREXIDINA, Aplicação: antissepsia de pele no pré-operatório; Forma Farmacêutica: solução alcoólica; Concentração: 2%; Unidade de Fornecimento: almotolia com abertura por torção contendo 30mL.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '4910', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '150748', 'produto': 'PAMIDRONATO, Forma Farmacêutica: pó liofilizado para solução injetável; Concentração: 60mg; Forma De Apresentação: frasco ampola + diluente com 10ml.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '130', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '137559', 'produto': 'CLORETO DE POTÁSSIO, Forma Farmacêutica: xarope; Concentração: 6% (60mg/mL); Unidade de Fornecimento: frasco com 100mL.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '11300', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '115589', 'produto': 'CARVEDILOL, Forma Farmacêutica: comprimido; Concentração: 12,5mg. ', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '606060', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '115251', 'produto': 'CINARIZINA, Forma Farmacêutica: comprimido; Concentração: 25mg.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '149000', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '138116', 'produto': 'CLOREXIDINA, Forma Farmacêutica: solução aquosa; Concentração: 2%; Unidade de Fornecimento: almotolia com abertura por torção contendo 30mL.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '862', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '115174', 'produto': 'CILOSTAZOL, Forma Farmacêutica: comprimido; Concentração: 100mg. ', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '37800', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}]"
PE 077/26,17301,FCECON,FUNDAÇÃO CENTRO DE CONTROLE DE ONCOLOGIA DO ESTADO DO AMAZONAS,Serv. de Manut. Periódica e Corretiva,           0.00,,Inscrição de Propostas,N,253167,1,PE,24/02/2026,"[{'id': '39309', 'produto': 'SERVIÇOS DE MANUTENÇÃO DE EQUIPAMENTOS HOSPITALARES, Descrição: contratação de empresa especializada na prestação de serviços de manutenção preventiva e/ou corretiva de equipamentos médico-hospitalares, com reposição de peças, conforme discriminação em Projeto Básico', 'unidade': 'serviço', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '12', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}]"
PE 078/26,17301,FCECON,FUNDAÇÃO CENTRO DE CONTROLE DE ONCOLOGIA DO ESTADO DO AMAZONAS,Serviço de manutenção de equipamentos,           0.00,,Inscrição de Propostas,N,253165,1,PE,24/02/2026,"[{'id': '119617', 'produto': 'SERVIÇO DE MANUTENÇÃO DE EQUIPAMENTOS HOSPITALARES E LABORATORIAIS, Contratação de empresa especializada em serviço de manutenção preventiva e corretiva de equipamentos hospitalares e laboratoriais, incluindo calibração de equipamentos eletroeletrônicos e eletromecânicos, qualificação térmica e certificação de capelas/cabines, com o fornecimento de peças de reposição genuínas, conforme projeto básico.', 'unidade': 'mensal', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '12', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}]"
PE 079/26,13102,CSC,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição de Materiais Farmacológicos,           0.00,,Inscrição de Propostas,S,253173,1,PREGAO ELETRONICO PARA RP,24/02/2026,"[{'id': '131513', 'produto': 'VALSARTANA, Forma Farmacêutica: comprimido revestido, Concentração: 160mg.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '1000', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '116058', 'produto': 'VASELINA SÓLIDA, Forma Farmacêutica: pomada; Concentração: 100%; Forma De Apresentação: embalagem com 30g. ', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '24800', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '115165', 'produto': 'DICLOFENACO SÓDICO, Forma Farmacêutica: solução injetável; Concentração: 25mg/ml; Forma de Apresentação: ampola com 3ml.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '1273900', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '112426', 'produto': 'ÁCIDO ASCÓRBICO, Forma Farmacêutica: solução injetável; Concentração: 100mg/ml; Forma De Apresentação: ampola com 5ml.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '348400', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '116519', 'produto': 'SUXAMETÔNIO (CLORETO), Forma Farmacêutica: pó liofilizado para solução injetável; Concentração: 100mg; Forma De Apresentação: frasco ampola.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '36052', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '145686', 'produto': 'USTEQUINUMABE, Forma Farmacêutica: solução injetável;  Concentração: 90mg/mL; Unidade de Fornecimento: frasco ampola de 1mL.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '15', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '137624', 'produto': 'UMECLIDÍNIO (BROMETO)  +  VILANTEROL (TRIFENATATO), Forma Farmacêutica: pó para inalação por via oral; Concentração: 62,5mcg + 25mcg; Unidade de Fornecimento: dispositivo com 30 doses.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '3800', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '144947', 'produto': 'DAPAGLIFLOZINA + CLORIDRATO DE METFORMINA, Forma Farmacêutica: comprimido revestido de liberação prolongada; Concentração: 10mg + 1000mg. ', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '1000', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '115332', 'produto': 'DEXAMETASONA  , Forma Farmacêutica: elixir; Concentração: 0,5mg/5ml; Forma De Apresentação: frasco com 120ml. ', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '38210', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '115531', 'produto': 'DEXCLORFENIRAMINA ( MALEATO ), Forma Farmacêutica: comprimido; Concentração: 2mg.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '202300', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '150405', 'produto': 'UPADACITINIBE, Forma farmacêutica: comprimido de liberação prolongada, Concentração: 15mg.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '450', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '115533', 'produto': 'DIGOXINA, Forma Farmacêutica: elixir; Concentração: 0,05mg/ml; Forma De Apresentação: frasco com 60ml.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '3400', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '116311', 'produto': 'ÁCIDO ASCÓRBICO, Forma Farmacêutica: solução oral; Concentração: 200mg/ml; Forma De Apresentação: frasco com 20ml.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '111300', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}]"
PE 080/26,13102,CSC,CENTRO DE SERVIÇOS COMPARTILHADOS,Aquisição de Materiais Hospitalares,           0.00,,Inscrição de Propostas,S,253166,1,PREGAO ELETRONICO PARA RP,24/02/2026,"[{'id': '137706', 'produto': 'TELA SINTÉTICA CIRÚRGICA, parcialmente absorvível; Multifilamentar; Estéril; Dimensões: 20 a 30cm x 30cm.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '5585', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '153528', 'produto': 'COLETOR DE URINA, Tipo: bolsa; Dispositivo para coleta asséptica de material para exame através de fluxo auto vedante; Material: Polipropileno ou PVC flexível; Capacidade: 2000ml;  Sistema Fechado; Estéril; Cor: fundo branco e frente translúcida; Com escala volumétrica e milimétrica; Válvula anti-refluxo; Câmara pasteur flexível ou rígida; Tubo de drenagem e tubo de coleta em polipropileno, filtro hidrófobo e bacteriológico, conector escalonado, alça de sustentação tipo óculos e clamp.', 'unidade': 'unidade', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '115000', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}]"
PE 081/26,41101,SEAP,SECRETARIA DE ESTADO DE ADMINISTRAÇÃO PENITENCIÁRIA,Serviços de Agenciamento de Viagens,           0.00,,Inscrição de Propostas,N,253176,1,PE,24/02/2026,"[{'id': '118842', 'produto': 'SERVIÇO DE PASSAGEM TERRESTRE, Descrição: Aquisição de Passagens Terrestres, conforme Projeto Básico', 'unidade': 'passagem', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '125', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '142121', 'produto': 'SERVIÇO DE PASSAGEM AÉREA, Taxa de serviço de agenciamento de viagens para aquisição de Passagens Aéreas Nacionais, conforme Projeto Básico. ', 'unidade': 'Taxa de serviço em real', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '500', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '118823', 'produto': 'SERVIÇO DE PASSAGEM FLUVIAL, Descrição: Aquisição de Passagens Fluviais, conforme Projeto Básico.', 'unidade': 'passagem', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '375', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '142118', 'produto': 'SERVIÇO DE PASSAGEM AÉREA, Aquisição de Passagens Aéreas Nacionais, conforme Projeto Básico. ', 'unidade': 'passagem', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '500', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '142130', 'produto': 'SERVIÇO DE PASSAGEM TERRESTRE, Taxa de serviço de agenciamento de viagens para aquisição de passagens terrestres, conforme Projeto Básico.', 'unidade': 'Taxa de serviço em real', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '125', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}, {'id': '142126', 'produto': 'SERVIÇO DE PASSAGEM FLUVIAL, Taxa de serviço de agenciamento de viagens para aquisição de passagens fluviais, conforme Projeto Básico.', 'unidade': 'Taxa de serviço em real', 'preco_maximo': '-', 'vl_unit': '', 'qtd': '375', 'vl_total': '0', 'status': 'Pendente', 'empresa': '-'}]"
